student_id,course_id
D0673143,3018
D0673143,2919
D0673143,2954
D0673143,2145
D0673143,2147
D0673143,2144
D0673143,2969
D0673143,2140
D0673143,2146
D0673143,2142
D0673145,1335
D0673145,3900
D0673145,2919
D0673145,1334
D0673145,2192
D0673145,2165
D0673145,2977
D0673146,2915
D0673146,3767
D0673146,2145
D0673146,2147
D0673146,3019
D0673146,2146
D0673146,2144
D0673146,2143
D0673146,2142
D0673146,2140
D0673151,2172
D0673151,2878
D0673151,3014
D0673151,2979
D0673151,2903
D0673151,2175
D0673151,2174
D0673151,2866
D0673160,3018
D0673160,3043
D0673160,2897
D0673160,2198
D0673160,2981
D0673196,2190
D0673196,1332
D0673196,3043
D0673196,3013
D0673196,1331
D0673196,2920
D0673196,2942
D0673225,2953
D0673225,1972
D0673225,1304
D0673225,3032
D0673225,3779
D0673225,3828
D0673225,1305
D0673225,1306
D0673225,2994
D0673230,2982
D0673230,2887
D0673230,3020
D0673230,1320
D0673230,2904
D0673230,1318
D0673230,1319
D0673230,2921
D0673245,3022
D0673245,2957
D0673245,3006
D0673245,2878
D0673245,2164
D0673249,1291
D0673249,1286
D0673249,1284
D0673249,1289
D0673249,1287
D0673249,1293
D0673249,1288
D0673249,1290
D0673249,1292
D0673255,3017
D0673255,2922
D0673255,2929
D0673255,2940
D0673255,2870
D0673277,2158
D0673277,2888
D0673277,2181
D0673277,2879
D0673277,2156
D0673277,2160
D0673277,2157
D0673277,2159
D0673277,3026
D0673300,2174
D0673300,2866
D0673300,2948
D0673300,2148
D0673300,2172
D0673300,1971
D0673300,2175
D0673300,2986
