student_id,course_id
D065780800,2908
D065780800,2872
D065780800,2947
D065780800,3007
D065780800,1316
D065781654,2143
D065781654,3767
D065781654,2145
D065781654,2140
D065781654,2898
D065781654,2147
D065781654,2142
D065781654,2144
D065781654,2888
D065781654,2872
D065781654,2146
D065781654,2991
D065782514,2916
D065782514,1304
D065782514,2911
D065782514,3808
D065782514,1305
D065782514,2971
D065782514,1306
D065782514,2898
D065782514,3779
D065786451,2915
D065786451,2941
D065786451,2925
D065786451,2913
D065786451,2167
D065786451,1332
D065786451,1331
D065786758,3780
D065786758,2886
D065786758,2933
D065786758,1317
D065786758,2898
D065786758,1316
D065786758,1315
D065786758,2872
D065787496,1309
D065787496,1307
D065787496,1308
D065787496,2913
D065787496,3780
D065788721,3767
D065788721,2144
D065788721,2968
D065788721,2147
D065788721,2143
D065788721,2142
D065788721,2996
D065788721,2140
D065788721,2146
D065788721,2870
D065788721,2145
D065798836,1334
D065798836,3829
D065798836,1335
D065800737,2903
D065800737,2138
D065800737,2139
D065800737,2984
D065800737,2132
D065800737,2137
D065800737,2135
D065800737,2134
D065800737,3767
D065800737,2136
D065807019,1324
D065807019,2171
D065807019,2168
D065807019,3014
D065807019,2170
D065807019,2883
D065807019,2190
D065807019,2918
D065810699,1286
D065810699,1293
D065810699,1970
D065810699,2890
D065810699,1291
D065810699,1288
D065810699,1289
D065810699,1292
D065810699,1290
D065810699,1284
D065810699,2887
D065811788,2910
D065811788,1281
D065811788,1283
D065811788,1276
D065811788,1279
D065811788,1282
D065811788,2962
D065811788,1280
D065811788,2180
D065811788,1274
D065811788,1278
