student_id,course_id
D087255065,1334
D087259421,2150
D087259421,2151
D087259421,2154
D087259421,2153
D087259421,3014
D087259421,2152
D087259421,1325
D087262100,1334
D087262100,1324
D087262100,2967
D087262100,1335
D087262100,2180
D087262100,2981
D087262100,2162
D087264630,1303
D087264630,2189
D087264630,1296
D087264630,1294
D087264630,1300
D087264630,2943
D087264630,1302
D087264630,1298
D087264630,1301
D087264630,1299
D087269413,2144
D087269413,2002
D087269413,2904
D087269413,2987
D087269413,2143
D087269413,2888
D087269413,2146
D087269413,2142
D087269413,2145
D087269413,2959
D087269413,2140
D087269413,3767
D087269413,2147
D087272413,3767
D087272413,2147
D087272413,2142
D087272413,2871
D087272413,2143
D087272413,2145
D087272413,1350
D087272413,2146
D087272413,2144
D087272413,2975
D087272413,2140
D087274530,2882
D087274530,2160
D087274530,2159
D087274530,2156
D087274530,2158
D087274530,2157
D087276787,1291
D087276787,3817
D087276787,2887
D087276787,1290
D087276787,1292
D087276787,3009
D087276787,1284
D087276787,1293
D087276787,3042
D087276787,1289
D087276787,1286
D087276787,1288
D087277227,2191
D087277227,2966
D087277227,1308
D087277227,1307
D087277227,3898
D087277227,3780
D087277227,1309
D087277227,3809
D087277340,2171
D087277340,2168
D087277340,2191
D087277340,2884
D087277340,2170
D087280531,2156
D087280531,2159
D087280531,2160
D087280531,2157
D087280531,2910
D087280531,2158
D087285086,1346
D087285086,2866
D087285086,1348
D087287103,1319
D087287103,1318
D087287103,3001
D087287103,1320
D087287103,1314
D087287103,2877
D087288742,1331
D087288742,1332
D087288742,1327
D087293456,3767
D087293456,2132
