student_id,course_id
D087871883,2979
D087872002,2143
D087872002,2142
D087872002,3767
D087872002,2146
D087872002,2147
D087872002,2144
D087872002,1970
D087872002,2140
D087872002,2987
D087872002,2145
D087872224,2172
D087872224,2950
D087872224,2174
D087872224,2175
D087872224,1356
D087874396,2870
D087874396,1341
D087874396,1360
D087874396,1340
D087874396,2181
D087874396,2981
D087874396,2892
D087874877,2986
D087874877,3004
D087874877,1362
D087874877,1338
D087874877,2994
D087874877,1337
D087874877,2176
D087875614,2904
D087875614,2862
D087875614,3009
D087875614,1335
D087875614,1334
D087875614,2885
D087877175,2174
D087877175,2959
D087877175,3898
D087877175,2868
D087877175,2175
D087877175,2172
D087877175,1350
D087879445,1306
D087879445,3779
D087879445,1305
D087879445,2876
D087879445,1304
D087884104,1319
D087884104,2992
D087884104,2896
D087884104,1320
D087884104,3808
D087884104,2192
D087884104,1318
D087884685,2901
D087884685,2153
D087884685,2154
D087884685,2151
D087884685,2152
D087884685,2150
D087884876,1323
D087884876,1331
D087884876,1311
D087884876,1332
D087884876,2956
D087884876,2992
D087885835,1304
D087885835,1305
D087885835,2913
D087885835,1306
D087885835,3779
D087886221,1320
D087886221,2891
D087886221,2988
D087886221,1319
D087886221,1318
D087887587,1967
D087887587,1294
D087887587,1299
D087887587,1298
D087887587,1303
D087887587,1296
D087887587,1301
D087887587,1300
D087887587,2929
D087887587,1302
D087887587,2965
D087887587,2960
D087887587,2943
D087889963,1323
D087889963,2170
D087889963,2960
D087889963,2937
D087889963,2171
D087889963,2168
D087897531,1309
D087897531,1308
D087897531,1307
D087897531,1350
