student_id,course_id
D0532828,2182
D0532828,2954
D0532828,3811
D0532838,2132
D0532838,1356
D0532838,2138
D0532838,2137
D0532838,2134
D0532838,2893
D0532838,3018
D0532838,1323
D0532838,3767
D0532838,2139
D0532838,3032
D0532838,2136
D0532838,2135
D0532842,2156
D0532842,1364
D0532842,2906
D0532842,2878
D0532842,2160
D0532842,2179
D0532842,2159
D0532842,2865
D0532842,2158
D0532842,2157
D000532891,1968
D000532891,2866
D000532891,1348
D000532891,2192
D000532891,2907
D000532891,2896
D000532891,1346
D0532909,1306
D0532909,2972
D0532909,1304
D0532909,3035
D0532909,1972
D0532909,3779
D0532909,2994
D0532909,2920
D0532909,1305
D0532921,2132
D0532921,2134
D0532921,2136
D0532921,2135
D0532921,2138
D0532921,3767
D0532921,2137
D0532921,2139
D0532921,2909
D0533007,3780
D0533007,2954
D0533007,1307
D0533007,2193
D0533007,3020
D0533007,2909
D0533007,1309
D0533007,2992
D0533007,1308
D0533022,2977
D0533022,2909
D0533022,3024
D0533022,2194
D0533022,2196
D0533022,2195
D0533022,2162
D0533022,2918
D0533055,2146
D0533055,2140
D0533055,2142
D0533055,1364
D0533055,2145
D0533055,2144
D0533055,2143
D0533055,2147
D0533055,3767
D0533061,2159
D0533061,2913
D0533061,2157
D0533061,2160
D0533061,2156
D0533061,2158
D000533164,1337
D000533164,2202
D000533164,1338
D000533164,3891
D000533164,2926
D0533173,2922
D0533173,2175
D0533173,3031
D0533173,3004
D0533173,2947
D0533173,2174
D0533173,2927
D0533173,2172
D0533175,2973
D0533175,2907
D0533175,2923
D0533175,2948
