student_id,course_id
D0998970,3767
D0998970,3018
D0998970,2135
D0998970,2138
D0998970,2959
D0998970,3043
D0998970,2132
D0998970,2917
D0998970,2136
D0998970,2139
D0998970,2137
D0998970,2134
D0998970,3816
D0998972,3027
D0998972,2922
D0998972,2171
D0998972,2168
D0998972,3900
D0998972,2866
D0998972,2170
D0998972,2179
D0999012,2892
D0999012,2171
D0999012,2168
D0999012,2911
D0999012,2170
D0999012,3036
D0999012,2968
D0999012,2872
D0999019,2882
D0999019,2195
D0999019,2194
D0999019,2942
D0999019,2181
D0999019,2196
D0999019,1324
D0999019,3049
D0999023,2179
D0999023,2979
D0999023,2940
D0999023,3028
D0999023,2918
D0999033,1304
D0999033,2923
D0999033,1306
D0999033,1305
D0999033,3017
D0999033,3779
D0999033,1361
D0999092,1298
D0999092,1294
D0999092,1303
D0999092,1302
D0999092,1300
D0999092,1299
D0999092,1296
D0999092,1301
D0999092,1297
D0999101,1361
D0999101,3039
D0999101,1309
D0999101,3780
D0999101,1308
D0999101,1307
D0999101,2179
D0999101,3020
D0999101,2983
D0999102,2957
D0999102,1304
D0999102,2981
D0999102,1306
D0999102,1356
D0999102,1305
D0999102,3018
D0999102,3779
D0999102,1973
D0999104,2185
D0999104,2186
D0999104,2870
D0999104,2922
D0999104,2982
D0999108,1328
D0999108,1305
D0999108,3008
D0999108,1354
D0999108,2926
D0999108,3779
D0999108,1304
D0999108,1306
D0999108,3898
D0999162,3780
D0999162,2167
D0999162,3815
D0999162,1307
D0999162,2909
D0999162,1362
D0999162,1308
D0999162,1309
D0999172,1292
D0999172,1290
