student_id,course_id
D0970777,1280
D0970777,1281
D0970782,3031
D0970782,2179
D0970782,2198
D0970782,2945
D0970782,2972
D0970797,3767
D0970797,2137
D0970797,2136
D0970797,2135
D0970797,2132
D0970797,2138
D0970797,2139
D0970797,2948
D0970797,2134
D0970808,1305
D0970808,1970
D0970808,3779
D0970808,2964
D0970808,2951
D0970808,1306
D0970808,2953
D0970808,1304
D0970819,1356
D0970819,2977
D0970819,3889
D0970819,2882
D0970819,3033
D0970831,2149
D0970831,2865
D0970831,1355
D0970831,3006
D0970831,2875
D0970833,3020
D0970833,3024
D0970833,1337
D0970833,2991
D0970833,2871
D0970833,1338
D0970903,3024
D0970903,2188
D0970903,1340
D0970903,2883
D0970903,3025
D0970903,2190
D0970903,1341
D0970931,1347
D0970931,1346
D0970931,1348
D0970950,2981
D0970950,2974
D0970950,3018
D0970950,2976
D0970950,2177
D0970974,1348
D0970974,1346
D0970974,1347
D0970978,2192
D0970978,3022
D0970978,2914
D0970978,3820
D0970978,2887
D0971031,2870
D0971031,3027
D0971031,3815
D0971031,2947
D0971031,1352
D0971032,1347
D0971032,1348
D0971032,1346
D0971046,2002
D0971046,1335
D0971046,1352
D0971046,1334
D0971046,3025
D0971046,3010
D0971046,2880
D0971051,2925
D0971051,2909
D0971051,2004
D0971051,3029
D0971051,2175
D0971051,2172
D0971051,2174
D0971051,2185
D0971059,2156
D0971059,2157
D0971059,2160
D0971059,2158
D0971059,2974
D0971059,2994
D0971059,2891
D0971059,3042
D0971059,2159
D0971059,3027
D0971072,2920
D0971072,2162
D0971072,2903
D0971072,3000
