student_id,course_id
D039504401,3897
D039504401,2132
D039504401,2137
D039504401,2138
D039504401,2135
D039504401,1321
D039508911,3808
D039508911,1304
D039508911,3779
D039508911,3809
D039508911,1305
D039508911,3827
D039508911,2928
D039508911,1306
D039511850,1303
D039511850,1296
D039511850,1353
D039511850,1298
D039511850,1299
D039511850,1300
D039511850,1301
D039511850,1294
D039511850,2862
D039511850,3809
D039511850,1302
D039513526,2871
D039513526,1331
D039513526,1332
D039513526,2985
D039514752,2134
D039514752,2135
D039514752,2964
D039514752,2132
D039514752,2996
D039514752,2136
D039514752,2137
D039514752,2139
D039514752,2138
D039514752,3767
D039515438,2189
D039515438,1316
D039515438,3780
D039515438,2966
D039515438,1315
D039515438,2916
D039515438,1317
D039517036,2967
D039517036,1327
D039517036,1334
D039517036,2999
D039517036,1335
D039517036,2925
D039517883,1308
D039517883,1307
D039517883,1309
D039517883,1973
D039517883,3780
D039523167,1284
D039523167,1290
D039523167,1286
D039523167,1291
D039523167,1289
D039523167,1293
D039523167,3042
D039523167,3049
D039523167,1288
D039523167,1292
D039525598,2929
D039525598,3809
D039525598,2890
D039525598,1319
D039525598,1320
D039525598,1318
D039526212,2981
D039526212,3829
D039526212,1340
D039526212,2913
D039526212,1313
D039526212,1341
D039526212,2189
D039526311,2163
D039526311,1332
D039526311,1360
D039526311,2979
D039526311,1331
D039526489,2896
D039526489,1317
D039526489,1315
D039526489,3007
D039526489,1316
D039526489,3780
D039530820,1311
D039530820,2937
D039530820,2920
D039530820,2172
D039530820,2174
D039530820,2175
D039530820,1312
D039532503,1346
D039532503,2900
