student_id,course_id
D0884790,2934
D0884804,1310
D0884804,1305
D0884804,3779
D0884804,2953
D0884804,3035
D0884804,2903
D0884804,1306
D0884804,1304
D0884804,3034
D0884812,2897
D0884812,2929
D0884812,2157
D0884812,2159
D0884812,2160
D0884812,2156
D0884812,2158
D0884812,3010
D0884812,3015
D0884812,2899
D0884849,1352
D0884849,2989
D0884849,1973
D0884849,2954
D0884849,2196
D0884849,2194
D0884849,2195
D0884849,2966
D000884884,3780
D000884884,2181
D000884884,2933
D000884884,3006
D000884884,1316
D000884884,1317
D000884884,1315
D0884886,3767
D0884886,2146
D0884886,2147
D0884886,2145
D0884886,2143
D0884886,2140
D0884886,2142
D0884886,2144
D0884886,2911
D0884886,2906
D0884910,1341
D0884910,2887
D0884910,3001
D0884910,2877
D0884910,1340
D0884914,2874
D0884914,1320
D0884914,1318
D0884914,2981
D0884914,3031
D0884914,1319
D0884914,2867
D0884914,2994
D0884927,2970
D0884927,1311
D0884927,1307
D0884927,2938
D0884927,2993
D0884927,1308
D0884927,3780
D0884927,1309
D0884927,2954
D0884940,3889
D0884940,1973
D0884940,3813
D0884940,2996
D0884940,2978
D0884941,1287
D0884941,1284
D0884941,1292
D0884941,1290
D0884941,1293
D0884941,1289
D0884941,1288
D0884941,1286
D0884941,1291
D0884954,3808
D0884954,2992
D0884954,1334
D0884954,3810
D0884954,3023
D0884954,2913
D0884954,1335
D0884967,2194
D0884967,2166
D0884967,3048
D0884967,2196
D0884967,1973
D0884967,2195
D0884967,1324
D0884967,2926
D0885020,2202
D0885020,2135
D0885020,2139
D0885020,2134
