student_id,course_id
D021086984,2985
D021086984,1316
D021086984,2871
D021086984,1353
D021086984,2865
D021086984,1317
D021086984,3780
D021086991,2908
D021086991,2150
D021086991,2151
D021086991,2912
D021086991,2153
D021086991,2154
D021086991,2943
D021086991,2936
D021086991,1310
D021086991,2152
D021087981,2866
D021087981,2936
D021087981,1346
D021087981,1348
D021087981,2907
D021087981,3813
D021088834,1348
D021088834,2873
D021088834,2182
D021088834,1346
D021088834,2869
D021093272,2178
D021093272,1337
D021093272,2917
D021093272,1311
D021093272,1362
D021093272,1338
D021093272,2179
D021094392,3829
D021094392,2168
D021094392,2948
D021094392,2170
D021094392,2862
D021094392,2171
D021094514,1280
D021094514,1278
D021094514,2920
D021094514,1282
D021094514,1274
D021094514,1281
D021094514,2911
D021094514,2957
D021094514,1283
D021094514,1276
D021094514,2986
D021094514,1279
D021094583,1338
D021094583,1337
D021094583,2202
D021095337,1332
D021095337,2965
D021095337,1331
D021095337,2952
D021095337,2888
D021095337,1327
D021098192,2189
D021098192,1341
D021098192,2176
D021098192,1353
D021098192,1340
D021098192,2167
D021099656,1299
D021099656,1300
D021099656,1294
D021099656,3006
D021099656,1301
D021099656,2968
D021099656,1303
D021099656,1302
D021099656,2996
D021099656,1296
D021099656,1298
D021100499,1338
D021100499,1337
D021100499,2992
D021100789,1338
D021100789,2178
D021100789,1337
D021100789,1360
D021100789,2945
D021100789,2202
D021107061,2164
D021107061,1288
D021107061,1289
D021107061,1286
D021107061,1290
D021107061,1291
D021107061,2988
D021107061,1356
D021107061,1322
D021107061,1292
D021107061,1284
D021107061,1293
