student_id,course_id
D070570304,1280
D070570304,2877
D070570304,1283
D070570304,2882
D070570304,1281
D070570304,1276
D070570304,1282
D070570304,1279
D070570403,1337
D070570403,2889
D070570403,1338
D070570403,2992
D070573107,1306
D070573107,1304
D070573107,3897
D070573107,2895
D070573107,1305
D070573107,3779
D070573336,1338
D070573336,2978
D070573336,1337
D070575705,1334
D070575705,2904
D070575705,1335
D070575705,2996
D070575705,2965
D070577044,2168
D070577044,1322
D070577044,2170
D070577044,2171
D070578263,2967
D070578263,2972
D070578263,2952
D070578263,1335
D070578263,1334
D070578744,2952
D070578744,1300
D070578744,1302
D070578744,1303
D070578744,1301
D070578744,2997
D070578744,1299
D070578744,1298
D070578744,1294
D070578744,1296
D070581034,2174
D070581034,2172
D070581034,1350
D070581034,1972
D070581034,2966
D070581034,2175
D070581034,2972
D070581034,2949
D070585377,2171
D070585377,2198
D070585377,2170
D070585377,1970
D070585377,2168
D070585650,3013
D070585650,2997
D070585650,2174
D070585650,2172
D070585650,2175
D070587395,2168
D070587395,2171
D070587395,2887
D070587395,2170
D070596854,1338
D070596854,1326
D070596854,1337
D070596854,2949
D070596854,2189
D070604122,1332
D070604122,2189
D070604122,1331
D070604122,1313
D070605174,1317
D070605174,2864
D070605174,1316
D070605174,1315
D070605174,3780
D070607215,2172
D070607215,2174
D070607215,2967
D070607215,3013
D070607215,3009
D070607215,1311
D070607215,1312
D070607215,2175
D070609967,1331
D070609967,2891
D070609967,2999
D070609967,1332
D070609967,1351
D070609967,2986
D070609967,2923
D070611878,1348
D070611878,1346
D070611878,2899
D070611878,2907
