student_id,course_id
D0677777,2924
D0677777,1338
D0677806,1317
D0677806,1316
D0677806,1315
D0677806,3002
D0677806,2164
D0677806,3780
D0677813,2177
D0677813,1305
D0677813,3779
D0677813,3038
D0677813,1304
D0677813,3004
D0677813,1306
D0677813,2927
D0677813,3007
D0677837,1278
D0677837,1274
D0677837,1281
D0677837,1279
D0677837,1282
D0677837,1277
D0677837,1280
D0677837,1283
D0677837,1276
D0677848,2159
D0677848,3022
D0677848,2157
D0677848,3048
D0677848,2166
D0677848,2158
D0677848,2961
D0677848,2156
D0677848,3809
D0677848,2160
D0677859,2172
D0677859,3019
D0677859,2175
D0677859,3032
D0677859,1326
D0677859,2174
D0677859,2944
D0677859,1364
D0677882,1340
D0677882,2869
D0677882,3031
D0677882,2957
D0677882,2984
D0677882,1341
D0677882,2909
D0677913,2202
D0677913,2919
D0677913,1335
D0677913,2868
D0677913,2948
D0677913,1334
D0677913,2997
D0677986,1364
D0677986,1353
D0677986,2891
D0677986,3004
D0677987,1327
D0677987,3034
D0677987,3049
D0677987,2905
D0677987,2879
D0678002,1293
D0678002,1287
D0678002,1292
D0678002,1290
D0678002,1291
D0678002,1284
D0678002,1288
D0678002,1289
D0678002,1286
D0678011,3779
D0678011,3811
D0678011,2987
D0678011,1305
D0678011,1304
D0678011,2897
D0678011,2912
D0678011,1306
D0678011,1313
D0678043,2869
D0678043,2157
D0678043,2885
D0678043,2158
D0678043,2156
D0678043,2159
D0678043,2160
D0678043,2939
D0678043,2875
D0678043,2865
D0678048,2899
D0678048,1317
D0678048,2981
D0678048,1316
D0678048,1315
