student_id,course_id
D023296701,2972
D023296701,2170
D023296701,2171
D023296701,1970
D023302631,1329
D023302631,1340
D023302631,1313
D023302631,1341
D023302631,2941
D023302631,2956
D023302846,2170
D023302846,2168
D023302846,2171
D023302846,3829
D023302846,2002
D023302846,2973
D023304741,1284
D023304741,3021
D023304741,2885
D023304741,1293
D023304741,1290
D023304741,1289
D023304741,1288
D023304741,1292
D023304741,1286
D023304741,1291
D023305625,2171
D023305625,2198
D023305625,2168
D023305625,2170
D023308039,3027
D023308039,2142
D023308039,2146
D023308039,2179
D023308039,2147
D023308039,3767
D023308039,2144
D023308039,2862
D023308039,2143
D023308039,2140
D023308039,2145
D023310438,2152
D023310438,2151
D023310438,2948
D023310438,2874
D023310438,2955
D023310438,2153
D023310438,1367
D023310438,2154
D023310438,2150
D023310742,3011
D023310742,2151
D023310742,2153
D023310742,3818
D023310742,2152
D023310742,2154
D023310742,2150
D023311039,2944
D023311039,2153
D023311039,2150
D023311039,2152
D023311039,2955
D023311039,2001
D023311039,2151
D023311039,2154
D023312739,2159
D023312739,3011
D023312739,3009
D023312739,2156
D023312739,2947
D023312739,2157
D023312739,2158
D023312739,2958
D023312739,2160
D023314511,2985
D023314511,2189
D023314511,1317
D023314511,1315
D023314511,1316
D023314511,3827
D023314511,1353
D023314511,3780
D023317789,2941
D023317789,2184
D023317789,1305
D023317789,3779
D023317789,1350
D023317789,1306
D023317789,3809
D023317789,1304
D023320932,2152
D023320932,2953
D023320932,3006
D023320932,2151
D023320932,2150
D023320932,2154
D023320932,2920
D023320932,2153
D023320932,1355
D023325265,2167
