student_id,course_id
D035729297,2153
D035729297,2152
D035729297,2955
D035729297,2154
D035730491,1335
D035730491,1360
D035730491,2904
D035730491,1322
D035730491,1334
D035730491,2914
D035730491,3829
D035738435,3006
D035738435,3780
D035738435,1307
D035738435,3011
D035738435,2176
D035738435,1308
D035738435,1309
D035743347,2952
D035743347,1329
D035743347,1335
D035743347,1334
D035743347,2162
D035743347,2935
D035747727,1329
D035747727,1313
D035747727,2886
D035747727,1340
D035747727,1327
D035747727,1341
D035748120,2160
D035748120,1311
D035748120,2887
D035748120,2156
D035748120,1362
D035748120,2959
D035748120,2157
D035748120,2159
D035748120,2948
D035748120,2158
D035752080,2150
D035752080,2153
D035752080,2944
D035752080,2152
D035752080,2002
D035752080,2182
D035752080,2154
D035752080,2151
D035754329,3820
D035754329,2137
D035754329,2135
D035754329,2139
D035754329,2176
D035754329,2897
D035754329,3767
D035754329,2132
D035754329,2138
D035754329,2136
D035754329,1311
D035754329,2134
D035761211,1319
D035761211,2986
D035761211,2947
D035761211,2962
D035761211,1318
D035761211,1320
D035764991,2174
D035764991,2950
D035764991,2937
D035764991,2191
D035764991,2175
D035764991,2981
D035764991,2172
D035764991,1356
D035767725,2918
D035767725,1290
D035767725,1284
D035767725,3014
D035767725,3028
D035767725,1292
D035767725,2977
D035767725,3898
D035767725,1288
D035767725,1289
D035767725,1293
D035767725,1291
D035767725,1286
D035772514,1299
D035772514,1301
D035772514,1356
D035772514,1302
D035772514,1303
D035772514,1298
D035772514,1300
D035772514,1294
D035772514,1312
D035772514,2997
D035772514,1296
D035773245,1351
D035773245,2167
