student_id,course_id
D090451676,2140
D090451676,2144
D090451676,2145
D090451676,2191
D090451676,3767
D090451676,2147
D090451676,2876
D090451799,1301
D090451799,1300
D090451799,1303
D090451799,2910
D090451799,1296
D090451799,1294
D090451799,1299
D090451799,1298
D090451799,1302
D090457425,3829
D090457425,1335
D090457425,2885
D090457425,1334
D090457425,2180
D090460951,2179
D090460951,3014
D090460951,3767
D090460951,2901
D090460951,1330
D090460951,2876
D090460951,2147
D090460951,2143
D090460951,2140
D090460951,2145
D090460951,2144
D090460951,2146
D090460951,2142
D090469220,2870
D090469220,1972
D090469220,2175
D090469220,2172
D090469220,1322
D090469220,2983
D090469220,2174
D090471261,2870
D090471261,1341
D090471261,1340
D090472022,2179
D090472022,1334
D090472022,1335
D090472381,3011
D090472381,2966
D090472381,3818
D090472381,1305
D090472381,3001
D090472381,3779
D090472381,1306
D090472381,2916
D090472381,1304
D090478031,3767
D090478031,2870
D090478031,2901
D090478031,2191
D090478031,2143
D090478031,2147
D090478031,2975
D090478031,2145
D090478031,2144
D090478031,2888
D090478031,2146
D090478031,2140
D090478031,2142
D090478864,2172
D090478864,1325
D090478864,2174
D090478864,2175
D090480584,1338
D090480584,1337
D090480584,2167
D090480584,2998
D090481604,2157
D090481604,2868
D090481604,2159
D090481604,3827
D090481604,2158
D090481604,2160
D090481604,2983
D090481604,2156
D090481604,2901
D090481604,3014
D090481789,2895
D090481789,1309
D090481789,3780
D090481789,1307
D090481789,2876
D090481789,1308
D090482120,1316
D090482120,1317
D090482120,3006
D090482120,1315
D090482120,1352
D090482120,3818
D090482120,3780
