student_id,course_id
D084936035,2923
D084936035,2176
D084936035,1318
D084936035,1319
D084938459,2156
D084938459,2158
D084938459,2190
D084938459,2160
D084938459,2872
D084938459,3014
D084938459,2198
D084938459,2159
D084938459,2157
D084938459,2973
D084939869,2153
D084939869,2152
D084939869,2151
D084939869,1361
D084939869,2150
D084939869,2154
D084939869,2188
D084942050,2936
D084942050,1348
D084942050,3001
D084942050,2898
D084942050,2896
D084942050,1346
D084942395,2925
D084942395,2884
D084942395,1350
D084942395,1335
D084942395,1349
D084942395,1334
D084942395,1327
D084944894,1291
D084944894,1286
D084944894,1289
D084944894,1292
D084944894,1293
D084944894,1284
D084944894,1288
D084944894,1355
D084944894,1290
D084945051,1334
D084945051,1335
D084945051,1349
D084945051,3899
D084945051,2972
D084945051,3829
D084945808,2977
D084945808,2142
D084945808,2146
D084945808,2143
D084945808,2999
D084945808,2140
D084945808,2147
D084945808,2145
D084945808,3767
D084945808,2144
D084945808,1326
D084947758,1307
D084947758,1308
D084947758,2181
D084947758,2002
D084947758,2933
D084947758,1309
D084947758,3780
D084950574,1318
D084950574,1971
D084950574,2964
D084950574,1319
D084950574,2922
D084950574,2957
D084950574,2947
D084950574,1320
D084951632,2194
D084951632,2196
D084951632,2195
D084951632,2864
D084951632,2997
D084951632,2963
D084951632,2987
D084953261,1303
D084953261,2181
D084953261,1298
D084953261,2863
D084953261,1300
D084953261,1301
D084953261,1302
D084953261,1299
D084953261,1973
D084953261,2927
D084953261,2977
D084953261,1296
D084953261,1294
D084954824,1296
D084954824,1300
D084954824,1303
D084954824,1294
D084954824,1302
