student_id,course_id
D0851485,3017
D0851493,1289
D0851493,1286
D0851493,1292
D0851493,1284
D0851493,1290
D0851493,1287
D0851493,1293
D0851493,1291
D0851493,1288
D0851501,2955
D0851501,2980
D0851501,2868
D0851501,1341
D0851501,2989
D0851501,1340
D0851501,3021
D0851520,2937
D0851520,1305
D0851520,3779
D0851520,2952
D0851520,2942
D0851520,3891
D0851520,1304
D0851520,3015
D0851520,1306
D0851528,2964
D0851528,3815
D0851528,2156
D0851528,2159
D0851528,2203
D0851528,2157
D0851528,2158
D0851528,2193
D0851528,2160
D0851528,2943
D0851535,3030
D0851535,2984
D0851535,2891
D0851535,2873
D0851535,2893
D0851553,3048
D0851553,2136
D0851553,2135
D0851553,3767
D0851553,2138
D0851553,2134
D0851553,3011
D0851553,2132
D0851553,2139
D0851553,3816
D0851553,2137
D0851553,3014
D0851582,2917
D0851582,2191
D0851582,2134
D0851582,3767
D0851582,2136
D0851582,2139
D0851582,2132
D0851582,3001
D0851582,2135
D0851582,2137
D0851582,2138
D0851582,2881
D0851588,2139
D0851588,2136
D0851588,2870
D0851588,2132
D0851588,3041
D0851588,2135
D0851588,2138
D0851588,2134
D0851588,3767
D0851588,2939
D0851588,3019
D0851588,2137
D0851619,2959
D0851619,2938
D0851619,3027
D0851619,1319
D0851619,1318
D0851619,2924
D0851619,1320
D0851619,2862
D0851634,1287
D0851634,1288
D0851634,1291
D0851634,1289
D0851634,1290
D0851634,1286
D0851634,1292
D0851634,1293
D0851634,1284
D0851648,3041
D0851648,3031
D0851648,2881
D0851648,3828
D0851648,3045
D0851668,3013
