student_id,course_id,course_name
D0737767,3048,彩排與公演
D0737767,1314,UNIX應用與實務
D0737787,2961,住宅問題研究
D0737787,2981,美好時光，社群聚場
D0737787,1311,物件導向設計
D0737787,2939,智慧城市無所不在的監測系統
D0737787,2166,管理心理學
D0737790,2903,應用文
D0737790,2166,管理心理學
D0737790,1313,資訊與網路安全
D0737790,1327,物件導向設計實習
D0737790,2974,非商業背景會計學
D0737802,1274,班級活動
D0737802,1278,普通物理-電、磁、光實驗
D0737802,1280,微積分(二)
D0737802,1283,邏輯設計實習
D0737802,1282,邏輯設計
D0737802,1277,程式設計(IV)
D0737802,1281,線性代數
D0737802,1276,程式設計(III)
D0737802,1279,微積分(二)實習
D0737860,1353,雲端計算
D0737860,2885,台灣民間信仰
D0737860,2175,管理資訊系統
D0737860,1327,物件導向設計實習
D0737860,2948,公民社會的政策參與
D0737860,2174,國際企業管理
D0737860,2172,企業倫理與社會責任
D0737860,2970,時間管理專題
D0737900,2160,管理科學
D0737900,2158,統計學(二)
D0737900,2876,日本歷史與文化
D0737900,2943,模擬亞太經合會
D0737900,2157,組織行為
D0737900,2159,統計學(二)實習
D0737900,2979,觀光美儀與國際禮儀
D0737900,2203,網路行銷
D0737900,3018,旅遊與多元學習
D0737900,2156,商事法
D0737924,1367,資訊專題研討(八)
D0737924,2886,台灣民間信仰
D0737924,2198,數量方法
D0737924,3889,春雨講堂-生活的奧義
D0737924,2875,世界音樂文化
D0737934,2918,土地關懷之旅
D0737934,3045,空間資訊與智慧生活
D0737934,2869,佛家思想
D0737934,2939,智慧城市無所不在的監測系統
D0737934,2929,殺蟲劑與生活
D0737934,1338,計算機演算法
D0737934,1337,計算機結構學
D0737942,2156,商事法
D0737942,3045,空間資訊與智慧生活
D0737942,2160,管理科學
D0737942,2875,世界音樂文化
D0737942,2157,組織行為
D0737942,3010,彩色寶石鑑賞與珠寶事業經營管理
D0737942,3008,創意運動英文學習
D0737942,2159,統計學(二)實習
D0737942,2158,統計學(二)
D0737958,1320,機率論
D0737958,2960,生涯規劃
D0737958,2941,環境教育
D0737958,2001,電子商務安全
D0737958,1318,系統程式
D0737958,2951,心理學整合與發展
D0737958,1319,資料庫系統
D0737962,3049,3D動畫虛擬實境實作(II)
D0737962,2154,管理科學
D0737962,3038,消費者保護法
D0737962,2153,統計學(二)實習
D0737962,2151,組織行為
D0737962,2150,商事法
D0737962,2152,統計學(二)
D0737962,2203,網路行銷
D0737984,2178,企業資源規劃實務(二)
D0737984,2190,流通管理
D0737984,2903,應用文
D0737984,3013,社會設計專題
D0737984,2876,日本歷史與文化
D0737995,2147,資訊網路
D0737995,2994,探討在台日商管理之文化差異問題
D0737995,2144,經濟學(二)
D0737995,2140,班級活動
D0737995,2146,管理學
D0737995,2142,會計學(二)
D0737995,2143,會計學(二)實習
D0737995,2955,經濟與生活
D0737995,3767,全民國防教育軍事訓練(二)
D0737995,3041,現代韓國社會和文化
D0737995,2145,經濟學(二)實習
D0738009,2892,生死與哲學
D0738009,3038,消費者保護法
D0738009,1329,電子商務安全
D0738009,2194,行銷管理
D0738009,2993,智慧生活與大數據物聯網應用
D0738009,2986,藝術、心靈與創造力
D0738009,2195,作業管理
D0738009,2196,財務管理
D0738015,2160,管理科學
