student_id,course_id,course_name
D099428532,1283,邏輯設計實習
D099428532,1280,微積分(二)
D099428532,2890,台灣民間信仰
D099428532,2868,中國文物欣賞
D099428532,3006,性別差異與性別平等
D099428532,1281,線性代數
D099428983,2981,美好時光，社群聚場
D099428983,2944,地方自治
D099428983,1967,作業系統(二)
D099428983,1290,微積分(二)
D099428983,1291,線性代數
D099428983,1289,微積分(二)實習
D099428983,1288,普通物理-電、磁、光實驗
D099428983,2887,台灣民間信仰
D099428983,1286,程式設計(III)
D099428983,1293,邏輯設計實習
D099428983,1284,班級活動
D099428983,1292,邏輯設計
D099431228,1319,資料庫系統
D099431228,1320,機率論
D099431228,2971,性別教育與服務-學習
D099431228,2165,消費者行為
D099431228,3809,前瞻時尚與潮流
D099431228,1318,系統程式
D099434274,2159,統計學(二)實習
D099434274,2156,商事法
D099434274,2983,智慧綠台灣
D099434274,2981,美好時光，社群聚場
D099434274,2158,統計學(二)
D099434274,2157,組織行為
D099434274,2160,管理科學
D099434274,1310,系統分析與設計
D099434519,1307,系統程式
D099434519,3780,全民國防教育軍事訓練(二)
D099434519,1308,資料庫系統
D099434519,2878,日本歷史與文化
D099434519,1309,機率論
D099438289,2973,行政領導與人脈經營
D099438289,2189,科技應用與金融服務
D099438289,1316,資料庫系統
D099438289,2986,藝術、心靈與創造力
D099438289,1317,機率論
D099438289,3780,全民國防教育軍事訓練(二)
D099438289,1315,系統程式
D099438289,2941,環境教育
D099438289,1351,研究報告寫作
D099442224,3818,iOS APP程式設計
D099442224,1284,班級活動
D099442224,1286,程式設計(III)
D099442224,2941,環境教育
D099442224,1291,線性代數
D099442224,2933,環境與公害
D099442224,1288,普通物理-電、磁、光實驗
D099442224,1292,邏輯設計
D099442224,2181,作業管理個案研究
D099442224,1293,邏輯設計實習
D099442224,1290,微積分(二)
D099442224,1972,軟體品質保證與軟體測試
D099442224,1289,微積分(二)實習
D099442644,2891,生死與哲學
D099442644,1331,計算機結構學
D099442644,2935,醫學與人生
D099442644,1332,計算機演算法
D099442644,2962,投資與理財
D099442644,2189,科技應用與金融服務
D099442729,2930,認識天然災害
D099442729,2134,會計學(二)
D099442729,2137,經濟學(二)實習
D099442729,2139,資訊網路
D099442729,2135,會計學(二)實習
D099442729,2132,班級活動
D099442729,3767,全民國防教育軍事訓練(二)
D099442729,2136,經濟學(二)
D099442729,2138,管理學
D099442729,1367,資訊專題研討(八)
D099445928,3813,劇場與影像設計
D099445928,2890,台灣民間信仰
D099445928,1309,機率論
D099445928,3780,全民國防教育軍事訓練(二)
D099445928,1308,資料庫系統
D099445928,1307,系統程式
D099446246,2139,資訊網路
D099446246,2137,經濟學(二)實習
D099446246,2138,管理學
D099446246,2132,班級活動
D099446246,2134,會計學(二)
D099446246,2886,台灣民間信仰
D099446246,2136,經濟學(二)
D099446246,2135,會計學(二)實習
D099446246,3767,全民國防教育軍事訓練(二)
D099446840,2171,管理資訊系統
D099446840,2960,生涯規劃
D099446840,2170,國際企業管理
D099446840,2168,企業倫理與社會責任
D099450755,2137,經濟學(二)實習
D099450755,2134,會計學(二)
D099450755,2162,休閒事業管理
D099450755,2136,經濟學(二)
D099450755,3767,全民國防教育軍事訓練(二)
D099450755,2138,管理學
