student_id,course_id,course_name
D009818156,2203,網路行銷
D009818156,2888,台灣民間信仰
D009818156,2996,劇場服裝設計及製作
D009818361,2868,中國文物欣賞
D009818361,2154,管理科學
D009818361,1356,資料探勘
D009818361,2912,電影與性別
D009818361,2949,智慧財產之保護與實務
D009818361,2153,統計學(二)實習
D009818361,2150,商事法
D009818361,2152,統計學(二)
D009818361,2151,組織行為
D009822382,3780,全民國防教育軍事訓練(二)
D009822382,1315,系統程式
D009822382,2890,台灣民間信仰
D009822382,1317,機率論
D009822382,3011,從人類學看世界
D009822382,1316,資料庫系統
D009822382,1350,型樣識別
D009822382,2896,音樂與人生
D009827783,1304,系統程式
D009827783,1306,機率論
D009827783,2895,音樂與人生
D009827783,3779,全民國防教育軍事訓練(二)
D009827783,1305,資料庫系統
D009827783,3808,英文科學導讀(二)
D009827783,2916,台灣民俗文化
D009827783,3001,事業創新
D009828995,2157,組織行為
D009828995,2002,地理資訊於APPS之應用
D009828995,2160,管理科學
D009828995,1356,資料探勘
D009828995,2156,商事法
D009828995,2928,奈米科技與生活
D009828995,2159,統計學(二)實習
D009828995,2188,投資管理實務(二)
D009828995,3009,基礎影音製作
D009828995,2158,統計學(二)
D009833081,2862,人生哲學
D009833081,1274,班級活動
D009833081,1279,微積分(二)實習
D009833081,1283,邏輯設計實習
D009833081,1276,程式設計(III)
D009833081,1282,邏輯設計
D009833081,1280,微積分(二)
D009833081,1281,線性代數
D009833081,2885,台灣民間信仰
D009833081,2190,流通管理
D009833081,1278,普通物理-電、磁、光實驗
D009840225,1311,物件導向設計
D009840225,2935,醫學與人生
D009840225,2925,國防科技與產業發展
D009840225,1332,計算機演算法
D009840225,1331,計算機結構學
D009840225,2965,社會形象創造專題
D009841659,2929,殺蟲劑與生活
D009841659,2176,人力資源發展
D009841659,1304,系統程式
D009841659,3779,全民國防教育軍事訓練(二)
D009841659,2877,日本歷史與文化
D009841659,2947,戀愛心理學
D009841659,1306,機率論
D009841659,1305,資料庫系統
D009841864,1281,線性代數
D009841864,2895,音樂與人生
D009841864,1282,邏輯設計
D009841864,1278,普通物理-電、磁、光實驗
D009841864,2953,教育的理論與實踐
D009841864,1283,邏輯設計實習
D009841864,1276,程式設計(III)
D009841864,1274,班級活動
D009841864,1279,微積分(二)實習
D009841864,2998,性別與新飲食文化探索
D009841864,1280,微積分(二)
D009842038,2157,組織行為
D009842038,2160,管理科學
D009842038,2158,統計學(二)
D009842038,2893,宗教與人生
D009842038,2156,商事法
D009842038,2159,統計學(二)實習
D009843004,2152,統計學(二)
D009843004,2896,音樂與人生
D009843004,2154,管理科學
D009843004,2150,商事法
D009843004,2890,台灣民間信仰
D009843004,2873,希臘羅馬神話故事與西洋藝術
D009843004,3011,從人類學看世界
D009843004,2151,組織行為
D009843004,2153,統計學(二)實習
D009843509,2965,社會形象創造專題
D009843509,1335,計算機演算法
D009843509,1334,計算機結構學
D009843509,3013,社會設計專題
D009846555,2140,班級活動
D009846555,2142,會計學(二)
D009846555,2143,會計學(二)實習
D009846555,2145,經濟學(二)實習
D009846555,2147,資訊網路
D009846555,2146,管理學
D009846555,2987,專利撰寫實務
