student_id,course_id,course_name
D078770430,3827,Android Apps創意程式設計
D078770430,3809,前瞻時尚與潮流
D078774810,2144,經濟學(二)
D078774810,2948,公民社會的政策參與
D078774810,3767,全民國防教育軍事訓練(二)
D078774810,2140,班級活動
D078774810,2143,會計學(二)實習
D078774810,3009,基礎影音製作
D078774810,2147,資訊網路
D078774810,2146,管理學
D078774810,2145,經濟學(二)實習
D078774810,2142,會計學(二)
D078775817,1316,資料庫系統
D078775817,3780,全民國防教育軍事訓練(二)
D078775817,1315,系統程式
D078775817,1971,雲端應用系統開發
D078775817,2897,音樂與人生
D078775817,1317,機率論
D078787827,2986,藝術、心靈與創造力
D078787827,1316,資料庫系統
D078787827,3780,全民國防教育軍事訓練(二)
D078787827,1315,系統程式
D078787827,2971,性別教育與服務-學習
D078787827,2176,人力資源發展
D078787827,1317,機率論
D078787827,3827,Android Apps創意程式設計
D078792593,3898,創新管理與企業家精神
D078792593,2150,商事法
D078792593,2153,統計學(二)實習
D078792593,1361,資訊專題研討(四)
D078792593,2152,統計學(二)
D078792593,2154,管理科學
D078792593,2151,組織行為
D078798908,2991,創業創意營運管理
D078798908,2147,資訊網路
D078798908,2977,初階智慧型創新
D078798908,2146,管理學
D078798908,2140,班級活動
D078798908,2876,日本歷史與文化
D078798908,3767,全民國防教育軍事訓練(二)
D078798908,2143,會計學(二)實習
D078798908,2145,經濟學(二)實習
D078798908,2142,會計學(二)
D078798908,2144,經濟學(二)
D078799363,2182,財務管理個案研究
D078799363,2196,財務管理
D078799363,2922,第三波戰爭之科技武器
D078799363,2195,作業管理
D078799363,2004,人工智慧概論與實務
D078799363,2974,非商業背景會計學
D078799363,2194,行銷管理
D078799363,1325,UNIX應用與實務
D078804395,1305,資料庫系統
D078804395,1306,機率論
D078804395,1304,系統程式
D078804395,3779,全民國防教育軍事訓練(二)
D078804395,2961,住宅問題研究
D078805583,2136,經濟學(二)
D078805583,2903,應用文
D078805583,2137,經濟學(二)實習
D078805583,2134,會計學(二)
D078805583,3767,全民國防教育軍事訓練(二)
D078805583,2132,班級活動
D078805583,2138,管理學
D078805583,2139,資訊網路
D078805583,2135,會計學(二)實習
D078809697,3897,國際企業策略與文化
D078809697,1307,系統程式
D078809697,3006,性別差異與性別平等
D078809697,3780,全民國防教育軍事訓練(二)
D078809697,1309,機率論
D078809697,1308,資料庫系統
D078809697,2950,智慧財產之保護與實務
D078811195,2960,生涯規劃
D078811195,1350,型樣識別
D078811195,2175,管理資訊系統
D078811195,2174,國際企業管理
D078811195,2172,企業倫理與社會責任
D078811195,2920,生活中之物理
D078811195,2937,性別與心理衛生
D078812192,1331,計算機結構學
D078812192,1332,計算機演算法
D078812192,2926,創新綠色科技
D078815988,2985,創業與創新
D078815988,1332,計算機演算法
D078815988,2962,投資與理財
D078815988,2976,初階智慧型創新
D078815988,1331,計算機結構學
D078820104,1967,作業系統(二)
D078820104,1310,系統分析與設計
D078820104,2194,行銷管理
D078820104,2947,戀愛心理學
D078820104,2905,批判思考
D078820104,2196,財務管理
D078820104,2969,心理劇與自我成長
D078820104,2195,作業管理
D078837409,2159,統計學(二)實習
D078837409,2160,管理科學
D078837409,2156,商事法
D078837409,2959,生涯規劃
