student_id,course_id,course_name
D001806076,2137,經濟學(二)實習
D001806076,2138,管理學
D001806076,2132,班級活動
D001809305,1306,機率論
D001809305,1305,資料庫系統
D001809305,2877,日本歷史與文化
D001809305,3779,全民國防教育軍事訓練(二)
D001809305,1304,系統程式
D001809961,1293,邏輯設計實習
D001809961,2203,網路行銷
D001809961,2956,管理面面觀
D001809961,2969,心理劇與自我成長
D001809961,1289,微積分(二)實習
D001809961,1292,邏輯設計
D001809961,1288,普通物理-電、磁、光實驗
D001809961,1284,班級活動
D001809961,1290,微積分(二)
D001809961,1291,線性代數
D001809961,1286,程式設計(III)
D001810271,1301,線性代數
D001810271,1302,邏輯設計
D001810271,1303,邏輯設計實習
D001810271,1299,微積分(二)實習
D001810271,1298,普通物理-電、磁、光實驗
D001810271,1300,微積分(二)
D001810271,1294,班級活動
D001810271,2913,世界音樂賞析
D001810271,1296,程式設計(III)
D001810646,2171,管理資訊系統
D001810646,2170,國際企業管理
D001810646,1350,型樣識別
D001810646,2168,企業倫理與社會責任
D001812114,2156,商事法
D001812114,2953,教育的理論與實踐
D001812114,2898,現代散文
D001812114,2158,統計學(二)
D001812114,2157,組織行為
D001812114,2159,統計學(二)實習
D001812114,3898,創新管理與企業家精神
D001812114,1356,資料探勘
D001812114,2160,管理科學
D001821697,2159,統計學(二)實習
D001821697,2872,希臘羅馬神話故事與西洋藝術
D001821697,2158,統計學(二)
D001821697,2157,組織行為
D001821697,1973,人工智慧概論與實務
D001821697,1330,數位信號處理導論
D001821697,2881,文學與生活
D001821697,2156,商事法
D001821697,2160,管理科學
D001822335,2162,休閒事業管理
D001822335,1340,計算機結構學
D001822335,2181,作業管理個案研究
D001822335,2191,期貨與選擇權
D001822335,1341,計算機演算法
D001822755,2933,環境與公害
D001822755,2992,聲音表達與訓練
D001822755,1331,計算機結構學
D001822755,2926,創新綠色科技
D001822755,1332,計算機演算法
D001822755,2941,環境教育
D001824759,1338,計算機演算法
D001824759,3002,漢字之美
D001824759,1337,計算機結構學
D001826333,2910,台灣環境與永續生活
D001826333,2175,管理資訊系統
D001826333,2950,智慧財產之保護與實務
D001826333,2997,舞台道具製作
D001826333,2172,企業倫理與社會責任
D001826333,2987,專利撰寫實務
D001826333,2174,國際企業管理
D001826333,2002,地理資訊於APPS之應用
D001829969,2158,統計學(二)
D001829969,3898,創新管理與企業家精神
D001829969,2156,商事法
D001829969,2192,綠色企業與創業
D001829969,2160,管理科學
D001829969,1972,軟體品質保證與軟體測試
D001829969,1350,型樣識別
D001829969,2157,組織行為
D001829969,2159,統計學(二)實習
D001829969,2914,鋼琴音樂萬花筒
D001840414,1334,計算機結構學
D001840414,2981,美好時光，社群聚場
D001840414,1335,計算機演算法
D001843125,2154,管理科學
D001843125,2151,組織行為
D001843125,2153,統計學(二)實習
D001843125,2930,認識天然災害
D001843125,2977,初階智慧型創新
D001843125,2893,宗教與人生
D001843125,1364,資訊專題研討(六)
D001843125,2152,統計學(二)
D001843125,2150,商事法
D001848878,1304,系統程式
D001848878,2176,人力資源發展
D001848878,2192,綠色企業與創業
D001848878,1306,機率論
D001848878,3779,全民國防教育軍事訓練(二)
D001848878,1352,計算機視覺
