student_id,course_id,course_name
D007592867,2202,服務業行銷
D007603297,2971,性別教育與服務-學習
D007603297,2898,現代散文
D007603297,3001,事業創新
D007603297,1304,系統程式
D007603297,1306,機率論
D007603297,3779,全民國防教育軍事訓練(二)
D007603297,1305,資料庫系統
D007603297,2864,人生哲學
D007603976,3780,全民國防教育軍事訓練(二)
D007603976,1307,系統程式
D007603976,1308,資料庫系統
D007603976,2189,科技應用與金融服務
D007603976,1309,機率論
D007603976,2956,管理面面觀
D007603976,2002,地理資訊於APPS之應用
D007604386,1305,資料庫系統
D007604386,3779,全民國防教育軍事訓練(二)
D007604386,2901,應用文
D007604386,2181,作業管理個案研究
D007604386,1306,機率論
D007604386,2878,日本歷史與文化
D007604386,1304,系統程式
D007607325,1335,計算機演算法
D007607325,2952,心理學整合與發展
D007607325,1334,計算機結構學
D007608322,1308,資料庫系統
D007608322,1307,系統程式
D007608322,3780,全民國防教育軍事訓練(二)
D007608322,2189,科技應用與金融服務
D007608322,1309,機率論
D007610363,2171,管理資訊系統
D007610363,1349,具體數學
D007610363,2170,國際企業管理
D007610363,2168,企業倫理與社會責任
D007610677,2159,統計學(二)實習
D007610677,2158,統計學(二)
D007610677,2960,生涯規劃
D007610677,1310,系統分析與設計
D007610677,2882,文學、電影DIY
D007610677,2160,管理科學
D007610677,2156,商事法
D007610677,2157,組織行為
D007612862,2942,音樂、語言與大腦
D007612862,1321,系統分析與設計
D007612862,2150,商事法
D007612862,2151,組織行為
D007612862,2152,統計學(二)
D007612862,2153,統計學(二)實習
D007612862,2154,管理科學
D007614446,1334,計算機結構學
D007614446,1335,計算機演算法
D007614446,2180,投資組合管理
D007618550,2196,財務管理
D007618550,2902,應用文
D007618550,2194,行銷管理
D007618550,2963,服務學習專題
D007618550,2190,流通管理
D007618550,2195,作業管理
D007618550,2912,電影與性別
D007618550,3813,劇場與影像設計
D007623264,2985,創業與創新
D007623264,1338,計算機演算法
D007623264,1337,計算機結構學
D007626074,2899,當代文學閱讀與寫作
D007626074,2947,戀愛心理學
D007626074,2927,系統品質建模與挑戰
D007626074,1346,文獻研討(二)
D007626074,1348,資訊專題研討(二)
D007630071,1305,資料庫系統
D007630071,3818,iOS APP程式設計
D007630071,3779,全民國防教育軍事訓練(二)
D007630071,1306,機率論
D007630071,2941,環境教育
D007630071,1304,系統程式
D007632501,2949,智慧財產之保護與實務
D007632501,2875,世界音樂文化
D007632501,1310,系統分析與設計
D007632501,2889,台灣民間信仰
D007632501,1337,計算機結構學
D007632501,1338,計算機演算法
D007632501,3891,使用者導向設計
D007638152,2168,企業倫理與社會責任
D007638152,2170,國際企業管理
D007638152,1311,物件導向設計
D007638152,3014,築橋創新競賽
D007638152,1321,系統分析與設計
D007638152,1323,物件導向設計實習
D007638152,2171,管理資訊系統
D007638152,3829,Android Apps創意程式設計
D007639432,2897,音樂與人生
D007639432,1320,機率論
D007639432,1319,資料庫系統
D007639432,2903,應用文
D007639432,2901,應用文
D007639432,2986,藝術、心靈與創造力
D007639432,1318,系統程式
D007640193,2991,創業創意營運管理
D007640193,2137,經濟學(二)實習
D007640193,2136,經濟學(二)
