student_id,course_id,course_name
D039411389,1307,系統程式
D039411389,1308,資料庫系統
D039411389,3818,iOS APP程式設計
D039411389,3780,全民國防教育軍事訓練(二)
D039411389,3011,從人類學看世界
D039411389,2002,地理資訊於APPS之應用
D039411389,1309,機率論
D039411402,2933,環境與公害
D039411402,1341,計算機演算法
D039411402,1340,計算機結構學
D039429551,1317,機率論
D039429551,2947,戀愛心理學
D039429551,1311,物件導向設計
D039429551,1316,資料庫系統
D039429551,1315,系統程式
D039429551,2916,台灣民俗文化
D039429551,3780,全民國防教育軍事訓練(二)
D039429551,2933,環境與公害
D039430724,2966,婚姻與家庭
D039430724,2889,台灣民間信仰
D039430724,2175,管理資訊系統
D039430724,2172,企業倫理與社會責任
D039430724,1355,知識管理與創新
D039430724,2967,婚姻與家庭
D039430724,2174,國際企業管理
D039431752,2151,組織行為
D039431752,2150,商事法
D039431752,2152,統計學(二)
D039431752,2900,電影藝術專題講座　
D039431752,2959,生涯規劃
D039431752,3014,築橋創新競賽
D039431752,2153,統計學(二)實習
D039431752,2863,人生哲學
D039431752,2154,管理科學
D039431752,1968,超大型積體電路設計導論
D039433411,1317,機率論
D039433411,1316,資料庫系統
D039433411,1315,系統程式
D039433411,2871,詩詞欣賞
D039433411,2924,現代軍事學
D039433411,3780,全民國防教育軍事訓練(二)
D039434616,1335,計算機演算法
D039434616,2996,劇場服裝設計及製作
D039434616,2888,台灣民間信仰
D039434616,1334,計算機結構學
D039434616,1329,電子商務安全
D039442765,1306,機率論
D039442765,2928,奈米科技與生活
D039442765,2973,行政領導與人脈經營
D039442765,2988,劇場實務（二）
D039442765,2892,生死與哲學
D039442765,1304,系統程式
D039442765,2192,綠色企業與創業
D039442765,1305,資料庫系統
D039442765,3779,全民國防教育軍事訓練(二)
D039445247,2935,醫學與人生
D039445247,1335,計算機演算法
D039445247,1334,計算機結構學
D039445247,2918,土地關懷之旅
D039445247,2967,婚姻與家庭
D039445247,2191,期貨與選擇權
D039445667,1320,機率論
D039445667,1319,資料庫系統
D039445667,2189,科技應用與金融服務
D039445667,1318,系統程式
D039445667,2961,住宅問題研究
D039446848,3013,社會設計專題
D039446848,2172,企業倫理與社會責任
D039446848,2174,國際企業管理
D039446848,2175,管理資訊系統
D039447708,2949,智慧財產之保護與實務
D039447708,2174,國際企業管理
D039447708,2172,企業倫理與社會責任
D039447708,2175,管理資訊系統
D039447791,2151,組織行為
D039447791,2153,統計學(二)實習
D039447791,2152,統計學(二)
D039447791,2154,管理科學
D039447791,2150,商事法
D039447791,2938,材料與生活
D039450296,1298,普通物理-電、磁、光實驗
D039450296,2181,作業管理個案研究
D039450296,1300,微積分(二)
D039450296,1303,邏輯設計實習
D039450296,1299,微積分(二)實習
D039450296,1296,程式設計(III)
D039450296,1294,班級活動
D039450296,1301,線性代數
D039450296,1302,邏輯設計
D039453266,1276,程式設計(III)
D039453266,1281,線性代數
D039453266,1274,班級活動
D039453266,1283,邏輯設計實習
D039453266,2903,應用文
D039453266,2967,婚姻與家庭
D039453266,1280,微積分(二)
D039453266,1282,邏輯設計
D039453266,2167,應用程式設計
D039453266,1278,普通物理-電、磁、光實驗
D039453266,1279,微積分(二)實習
