student_id,course_id,course_name
D087366174,1971,雲端應用系統開發
D087366174,2146,管理學
D087366174,2140,班級活動
D087366174,2145,經濟學(二)實習
D087366174,2144,經濟學(二)
D087366174,2179,服務科學與創新
D087366174,2147,資訊網路
D087366174,2143,會計學(二)實習
D087366174,2971,性別教育與服務-學習
D087366174,2142,會計學(二)
D087371178,1335,計算機演算法
D087371178,1349,具體數學
D087371178,1334,計算機結構學
D087371574,2147,資訊網路
D087371574,1312,物件導向設計實習
D087371574,2143,會計學(二)實習
D087371574,2144,經濟學(二)
D087371574,2145,經濟學(二)實習
D087371574,3767,全民國防教育軍事訓練(二)
D087371574,2146,管理學
D087371574,2142,會計學(二)
D087371574,2140,班級活動
D087374308,2181,作業管理個案研究
D087374308,1318,系統程式
D087374308,1351,研究報告寫作
D087374308,2986,藝術、心靈與創造力
D087374308,1320,機率論
D087374308,1319,資料庫系統
D087383904,3897,國際企業策略與文化
D087383904,3780,全民國防教育軍事訓練(二)
D087383904,1308,資料庫系統
D087383904,2872,希臘羅馬神話故事與西洋藝術
D087383904,2871,詩詞欣賞
D087383904,1321,系統分析與設計
D087383904,1307,系統程式
D087383904,1309,機率論
D087388534,1300,微積分(二)
D087388534,1298,普通物理-電、磁、光實驗
D087388534,1329,電子商務安全
D087388534,1353,雲端計算
D087388534,1294,班級活動
D087388534,1302,邏輯設計
D087388534,1296,程式設計(III)
D087388534,1299,微積分(二)實習
D087388534,1303,邏輯設計實習
D087388534,2951,心理學整合與發展
D087388534,2997,舞台道具製作
D087388534,1301,線性代數
D087397130,1309,機率論
D087397130,1352,計算機視覺
D087397130,1350,型樣識別
D087397130,3780,全民國防教育軍事訓練(二)
D087397130,1308,資料庫系統
D087397130,1307,系統程式
D087398427,1279,微積分(二)實習
D087398427,1280,微積分(二)
D087398427,1276,程式設計(III)
D087398427,2963,服務學習專題
D087398427,1278,普通物理-電、磁、光實驗
D087398427,1281,線性代數
D087398427,1282,邏輯設計
D087398427,1274,班級活動
D087398427,3006,性別差異與性別平等
D087398427,2906,批判思考
D087398427,1283,邏輯設計實習
D087398649,3011,從人類學看世界
D087398649,2969,心理劇與自我成長
D087398649,1320,機率論
D087398649,1318,系統程式
D087398649,1319,資料庫系統
D087398649,3827,Android Apps創意程式設計
D087398649,2189,科技應用與金融服務
D087400328,2142,會計學(二)
D087400328,2144,經濟學(二)
D087400328,2146,管理學
D087400328,2145,經濟學(二)實習
D087400328,2948,公民社會的政策參與
D087400328,2140,班級活動
D087400328,3767,全民國防教育軍事訓練(二)
D087400328,2901,應用文
D087400328,2001,電子商務安全
D087400328,3813,劇場與影像設計
D087400328,2143,會計學(二)實習
D087400328,2147,資訊網路
D087403619,2983,智慧綠台灣
D087403619,2870,詩詞欣賞
D087403619,2174,國際企業管理
D087403619,2175,管理資訊系統
D087403619,2191,期貨與選擇權
D087403619,2997,舞台道具製作
D087403619,2172,企業倫理與社會責任
D087404050,1320,機率論
D087404050,3001,事業創新
D087404050,1319,資料庫系統
D087404050,1318,系統程式
D087404050,2165,消費者行為
D087409864,2145,經濟學(二)實習
D087409864,2140,班級活動
D087409864,2144,經濟學(二)
D087409864,2143,會計學(二)實習
