student_id,course_id,course_name
D069075049,1337,計算機結構學
D069077548,2987,專利撰寫實務
D069077548,2174,國際企業管理
D069077548,2887,台灣民間信仰
D069077548,2172,企業倫理與社會責任
D069077548,2175,管理資訊系統
D069077548,1310,系統分析與設計
D069080807,2973,行政領導與人脈經營
D069080807,3779,全民國防教育軍事訓練(二)
D069080807,1306,機率論
D069080807,1305,資料庫系統
D069080807,2176,人力資源發展
D069080807,3001,事業創新
D069080807,1304,系統程式
D069085413,2918,土地關懷之旅
D069085413,2972,行政領導與人脈經營
D069085413,1335,計算機演算法
D069085413,1334,計算機結構學
D069085413,1324,資訊與網路安全
D069085413,2870,詩詞欣賞
D069089008,2969,心理劇與自我成長
D069089008,3011,從人類學看世界
D069089008,1320,機率論
D069089008,2957,大陸問題研究
D069089008,1319,資料庫系統
D069089008,2891,生死與哲學
D069089008,1318,系統程式
D069089008,3809,前瞻時尚與潮流
D069090387,1304,系統程式
D069090387,1353,雲端計算
D069090387,2877,日本歷史與文化
D069090387,2930,認識天然災害
D069090387,2176,人力資源發展
D069090387,1305,資料庫系統
D069090387,3779,全民國防教育軍事訓練(二)
D069090387,1306,機率論
D069090387,2963,服務學習專題
D069092015,2871,詩詞欣賞
D069092015,1298,普通物理-電、磁、光實驗
D069092015,1301,線性代數
D069092015,1296,程式設計(III)
D069092015,1294,班級活動
D069092015,1303,邏輯設計實習
D069092015,1299,微積分(二)實習
D069092015,1302,邏輯設計
D069092015,1300,微積分(二)
D069092015,2926,創新綠色科技
D069092015,2941,環境教育
D069096587,1300,微積分(二)
D069096587,2959,生涯規劃
D069096587,1294,班級活動
D069096587,1303,邏輯設計實習
D069096587,1299,微積分(二)實習
D069096587,1296,程式設計(III)
D069096587,2906,批判思考
D069096587,1301,線性代數
D069096587,2979,觀光美儀與國際禮儀
D069096587,3820,體育玩很大：創意運動課程設計
D069096587,1302,邏輯設計
D069096587,1298,普通物理-電、磁、光實驗
D069098185,2967,婚姻與家庭
D069098185,1284,班級活動
D069098185,1292,邏輯設計
D069098185,1286,程式設計(III)
D069098185,1293,邏輯設計實習
D069098185,1288,普通物理-電、磁、光實驗
D069098185,1291,線性代數
D069098185,1290,微積分(二)
D069098185,1289,微積分(二)實習
D069100345,2987,專利撰寫實務
D069100345,2174,國際企業管理
D069100345,2889,台灣民間信仰
D069100345,1322,物件導向設計
D069100345,2882,文學、電影DIY
D069100345,2172,企業倫理與社會責任
D069100345,2175,管理資訊系統
D069100345,1310,系統分析與設計
D069101908,2892,生死與哲學
D069101908,1288,普通物理-電、磁、光實驗
D069101908,2976,初階智慧型創新
D069101908,3019,越南地理與文化
D069101908,1286,程式設計(III)
D069101908,1293,邏輯設計實習
D069101908,1323,物件導向設計實習
D069101908,1292,邏輯設計
D069101908,1284,班級活動
D069101908,2951,心理學整合與發展
D069101908,1290,微積分(二)
D069101908,1291,線性代數
D069101908,1289,微積分(二)實習
D069103520,2926,創新綠色科技
D069103520,1322,物件導向設計
D069103520,1351,研究報告寫作
D069103520,1338,計算機演算法
D069103520,1337,計算機結構學
D069104503,2972,行政領導與人脈經營
D069104503,1335,計算機演算法
D069104503,1334,計算機結構學
D069104503,2967,婚姻與家庭
D069104503,2904,應用文
