student_id,course_id,course_name
D081722594,1284,班級活動
D081722594,1288,普通物理-電、磁、光實驗
D081722594,3006,性別差異與性別平等
D081722594,2004,人工智慧概論與實務
D081722594,1291,線性代數
D081722594,3808,英文科學導讀(二)
D081722594,1286,程式設計(III)
D081722594,1289,微積分(二)實習
D081722594,1293,邏輯設計實習
D081722594,1290,微積分(二)
D081722853,2195,作業管理
D081722853,2196,財務管理
D081722853,2964,服務學習專題
D081722853,3827,Android Apps創意程式設計
D081722853,2194,行銷管理
D081723461,2163,行銷管理個案研究
D081723461,1338,計算機演算法
D081723461,1337,計算機結構學
D081725922,2890,台灣民間信仰
D081725922,2135,會計學(二)實習
D081725922,2954,教育的理論與實踐
D081725922,2899,當代文學閱讀與寫作
D081725922,2139,資訊網路
D081725922,3767,全民國防教育軍事訓練(二)
D081725922,2137,經濟學(二)實習
D081725922,2971,性別教育與服務-學習
D081725922,2136,經濟學(二)
D081725922,2132,班級活動
D081725922,2134,會計學(二)
D081725922,1310,系統分析與設計
D081725922,2138,管理學
D081735402,2142,會計學(二)
D081735402,2140,班級活動
D081735402,2958,民法實用
D081735402,2143,會計學(二)實習
D081735402,2870,詩詞欣賞
D081735402,3767,全民國防教育軍事訓練(二)
D081735402,2967,婚姻與家庭
D081735402,2147,資訊網路
D081735402,2975,台灣的政府與政治
D081735402,2145,經濟學(二)實習
D081735402,2146,管理學
D081735402,2144,經濟學(二)
D081735952,2906,批判思考
D081735952,1320,機率論
D081735952,1319,資料庫系統
D081735952,2961,住宅問題研究
D081735952,1318,系統程式
D081735952,2908,旅遊與多元學習	
D081742455,1335,計算機演算法
D081742455,2203,網路行銷
D081742455,1334,計算機結構學
D081742974,1300,微積分(二)
D081742974,1303,邏輯設計實習
D081742974,1294,班級活動
D081742974,2923,現代軍事學
D081742974,1298,普通物理-電、磁、光實驗
D081742974,1299,微積分(二)實習
D081742974,1302,邏輯設計
D081742974,1301,線性代數
D081742974,1296,程式設計(III)
D081743117,2145,經濟學(二)實習
D081743117,2142,會計學(二)
D081743117,2972,行政領導與人脈經營
D081743117,2162,休閒事業管理
D081743117,2147,資訊網路
D081743117,2140,班級活動
D081743117,2146,管理學
D081743117,2144,經濟學(二)
D081743117,3767,全民國防教育軍事訓練(二)
D081743117,2941,環境教育
D081743117,1325,UNIX應用與實務
D081743117,1360,敏捷開發
D081743117,2143,會計學(二)實習
D081746118,2890,台灣民間信仰
D081746118,3780,全民國防教育軍事訓練(二)
D081746118,1307,系統程式
D081746118,1309,機率論
D081746118,1308,資料庫系統
D081760817,2946,國際關係
D081760817,2951,心理學整合與發展
D081760817,1274,班級活動
D081760817,1283,邏輯設計實習
D081760817,1276,程式設計(III)
D081760817,1281,線性代數
D081760817,1280,微積分(二)
D081760817,1278,普通物理-電、磁、光實驗
D081760817,1282,邏輯設計
D081760817,1279,微積分(二)實習
D081765287,2953,教育的理論與實踐
D081765287,1293,邏輯設計實習
D081765287,1292,邏輯設計
D081765287,1286,程式設計(III)
D081765287,1291,線性代數
D081765287,1289,微積分(二)實習
D081765287,1288,普通物理-電、磁、光實驗
D081765287,1290,微積分(二)
D081765287,1284,班級活動
D081765287,2961,住宅問題研究
D081771813,2999,介紹台灣
