student_id,course_id,course_name
D0500789,2937,性別與心理衛生
D0500789,2893,宗教與人生
D0500841,1286,程式設計(III)
D0500841,1290,微積分(二)
D0500841,1289,微積分(二)實習
D0500841,1284,班級活動
D0500841,1287,程式設計(IV)
D0500841,1288,普通物理-電、磁、光實驗
D0500841,1291,線性代數
D0500841,1292,邏輯設計
D0500841,1293,邏輯設計實習
D0500863,1316,資料庫系統
D0500863,1317,機率論
D0500863,3780,全民國防教育軍事訓練(二)
D0500863,1315,系統程式
D0500863,1329,電子商務安全
D0500863,2987,專利撰寫實務
D0500863,3041,現代韓國社會和文化
D0500863,2912,電影與性別
D0500917,1312,物件導向設計實習
D0500917,2974,非商業背景會計學
D0500917,2946,國際關係
D0500917,2904,應用文
D0500917,2863,人生哲學
D0500928,2976,初階智慧型創新
D0500928,2868,中國文物欣賞
D0500928,2985,創業與創新
D0500928,1968,超大型積體電路設計導論
D0500928,2918,土地關懷之旅
D0500929,1293,邏輯設計實習
D0500929,1287,程式設計(IV)
D0500929,1289,微積分(二)實習
D0500929,1292,邏輯設計
D0500929,1286,程式設計(III)
D0500929,1288,普通物理-電、磁、光實驗
D0500929,1291,線性代數
D0500929,1284,班級活動
D0500929,1290,微積分(二)
D0500936,2875,世界音樂文化
D0500936,2958,民法實用
D0500936,2902,應用文
D0500936,3038,消費者保護法
D0500936,1312,物件導向設計實習
D0500948,1301,線性代數
D0500948,1302,邏輯設計
D0500948,1297,程式設計(IV)
D0500948,1298,普通物理-電、磁、光實驗
D0500948,1303,邏輯設計實習
D0500948,1299,微積分(二)實習
D0500948,1296,程式設計(III)
D0500948,1300,微積分(二)
D0500948,1294,班級活動
D0500974,2905,批判思考
D0500974,2998,性別與新飲食文化探索
D0500974,2884,古典小說
D0500974,3780,全民國防教育軍事訓練(二)
D0500974,1309,機率論
D0500974,1307,系統程式
D0500974,2951,心理學整合與發展
D0500974,2943,模擬亞太經合會
D0500974,1308,資料庫系統
D0500988,2132,班級活動
D0500988,3767,全民國防教育軍事訓練(二)
D0500988,2002,地理資訊於APPS之應用
D0500988,2139,資訊網路
D0500988,2135,會計學(二)實習
D0500988,2137,經濟學(二)實習
D0500988,2136,經濟學(二)
D0500988,2134,會計學(二)
D0500988,2870,詩詞欣賞
D0500988,2138,管理學
D0501036,1300,微積分(二)
D0501036,1299,微積分(二)實習
D0501036,1296,程式設計(III)
D0501036,1297,程式設計(IV)
D0501036,1298,普通物理-電、磁、光實驗
D0501036,1301,線性代數
D0501036,1294,班級活動
D0501036,1302,邏輯設計
D0501036,1303,邏輯設計實習
D0501044,2975,台灣的政府與政治
D0501044,2202,服務業行銷
D0501044,3816,Android Apps創意程式設計
D0501044,2961,住宅問題研究
D0501044,1329,電子商務安全
D0501051,1349,具體數學
D0501051,1972,軟體品質保證與軟體測試
D0501051,2922,第三波戰爭之科技武器
D0501051,3028,智慧城市與行動應用
D0501051,3809,前瞻時尚與潮流
D000501057,1282,邏輯設計
D000501057,1278,普通物理-電、磁、光實驗
D000501057,1281,線性代數
D000501057,1274,班級活動
D000501057,1283,邏輯設計實習
D000501057,1276,程式設計(III)
D000501057,2995,鑽石寶石及翡翠玉石之賞析鑑定
D000501057,1280,微積分(二)
D000501057,1279,微積分(二)實習
D0501094,1276,程式設計(III)
